#Aplicación,Importe,Tercero,Nombre Ter.,Texto Libre
2016 0201A 15101 60000,299596.41,99999999X,[Anonimizado],PAGO FRACCIONADO REL. A EXPROPIACIÓN CAMPUS UNIVERSITARIO  VEGA DE SAN JOSÉ AUTO 07/05/14.DIF. JUSTIPRECIO P.O.174/2007
2016 0201A 15101 60000,199730.98,99999999X,[Anonimizado],PAGO FRACCIONADO REL. A EXPROPIACIÓN CAMPUS UNIVERSITARIO  VEGA DE SAN JOSÉ AUTO 07/05/14.DIF. JUSTIPRECIO P.O.174/2007
2016 0401D 15320 61900,65724.4,B76006394,"TECNICAS OPERATIVAS CANARIAS, S.L.",CERT.Nº4. ULTIMA. FEB/16. OBRAS DE EMERGENCIA DE CONTENCION DE LA VIA C/SAN FRANCISCO HERNANDEZ GUERRA. VIAS Y OBRAS.-
2016 0401D 15320 61900,163761.48,B76006394,"TECNICAS OPERATIVAS CANARIAS, S.L.",CERT. Nº 3 PROYECTO OBRA DE EMERGENCIA DE CONTENCION DE VIA DE LA C/FRANCISCO HERNANDEZ GUERRA. VIAS Y OBRAS.
2016 0101G 93300 62500,571.68,B76234871,"DISTRIBUIDORA Y SERVICIO TECNICO CANARIO, SOCIEDAD LIMITADA",SUM. Y MONTAJE DE PANELES INFORMATIVOS DE DIRECTORIOS EN VINILO PARA LOS EDIFICIOS MPLES.  PATRIMONIO.-
2016 0402B 16000 61900,38559.34,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,REPARACION DE RED DE SANEAMIENTO C/ OSORIO T.M. LAS PALMAS DE GRAN CANARIA CERT. Nº 1. AGUAS.
2016 0402B 16000 61900,1653.06,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EJECUCION CON CARACTER  EMERGENCIA DE OBRAS DE REPARACION  DE RED SANEAMIENTO C/OSORIO T.M. LAS PALMAS DE GC. AGUAS.
2016 0402B 16000 61900,330.61,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EJECUCION CON CARACTER  DE EMERGENCIA DE OBRAS REPARACION  RED SANEAMIENTO C/ OSORIO  T.M. LPGC. AGUAS.
2016 0101G 93300 62200,847.65,S3511001D,COMUNIDAD AUTONOMA DE CANARIAS,IGIC AUTORREP. FRA.Nº 563001 16.2ª CERT. INSTALACION DE BAJA TENSION DEL COMPLEJO MPAL.DE MILLER BAJO.FASE I. PATRIMONIO
2016 0901A 23100 62500,946,43251819C,JUAN DE LA CRUZ SUAREZ ORTEGA,SUMINISTRO E INSTALACION DE CORTINAS MODELO VERTICAL CON LAMA DE 89 MM.SISTEMA BDX. SERV. SOCIALES.
2016 0101G 93300 62500,56.09,A28017895,"EL CORTE INGLES,S.A.",SUM. GRABAFORA SONY PARA EL GABINETE DE PRENSA. PATRIMONIO.-
2016 0101G 93300 62200,12109.25,B35529908,COMPAÑIA DE EFICIENCIA Y SERVICIOS INTEGRALES  S.L.,2ª CERT. INSTALACION DE BAJA TENSION DEL COMPLEJP MPAL. MILLER BAJO FASE I. PATRIMONIO.-
2016 0601A 49100 62600,7059.86,B76174705,"SEGURICAN SISTEMAS, S.L.U.",ADQUISION DE UN SISTEMA DE CONEXION UNIFI. NUEVAS TECNOLOGIAS.
,49465.09,,,
2016 0301D 43300 61900,24465.09,B76070002,"TARANISGOLD, S.L.","REVITALIZACIÓN ESTÉTICA DE LA ZONA COMERCIAL ABIERTA PUERTO-CANTERAS.ACTUACION EN C/RIPOCHE. PYMES, COMERCIO Y C."
2016 0301D 43300 61900,25000,B76070002,"TARANISGOLD, S.L.","REVITALIZACIÓN ESTÉTICA DE LA ZONA COMERCIAL ABIERTA PUERTO-CANTERAS.ACTUACION EN C/RIPOCHE. PYMES, COMERCIO Y C."
,2040.47,,,
2016 0402B 16000 61900,0.4,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"HONORARIOS. OBRAS DE REPOSICION Y MEJORA DE LA RED DE SANEAMIENTOS EN TAMARACEITE, TENOYA, ALMATRICHE ETC.AGUAS."
2016 0402B 16000 61900,2040.07,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"HONORARIOS. OBRAS DE REPOSICION Y MEJORA DE LA RED DE SANEAMIENTOS EN TAMARACEITE, TENOYA, ALMATRICHE ETC.AGUAS."
2016 0101G 93300 62300,1882.34,A35399179,"SEGURIDAD INTEGRAL CANARIA, S.A.",SUM. E INSTALACION DE CIRCUITO CERRADO DE TV PARA EL ANTIGUO COLEGIO DE SAN ROQUE. PATRIMONIO.-
2016 0801D 13200 62400,2574.08,44324911R,RAUL GONZALO MEDINA RUIZ,SUM. DE PUENTE DE LUCES CON SIRENA PARA EL VEHICULO POLICIAL CON Nº UNIDAD 1142. POLICIA LOCAL.-
2016 0201A 15101 60000,164753.14,99999999X,[Anonimizado],EXPROPIACIÓN C/ LEÓN Y CASTILLO N.108 ESQUINA C/ AGUADULCE N.11 EN RELACIÓN CON LA UNIDAD DE ACTUACIÓN 6.6. URBANISMO
2016 0502E 92400 62500,859.03,B35538636,GEMED CANARIAS S.L.,SUMINISTRO DE 5 CPLANTRONICS C5540 MAS DESCOLGADOR RESTO CLIENTE PINGANILLO INALAMBRICOS DIADEMAS TELEFONICOS.CIUDAD ALT
2016 0801D 13200 62400,28900,A35071778,"ACROMOTOR, S.A.",ADQ. RENAULT MEGANE PARA PATRULLAS DE LA POLICIA LOCAL.-
2016 0801D 13200 62400,28900,A35071778,"ACROMOTOR, S.A.",ADQ. RENAULT MEGANE BERLINA PARA PATRULLAS DE LA POLICIA LOCAL.-
2016 0201A 15101 60900,46538.09,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"CERTIF. Nº5. PROY. URB. TAFIRA GC-111. DIRECCION OBRAS, REDACCION DE PLAN SEGURIDAD Y COORDINACION SEGURIDAD Y SALUD."
2016 0402B 16000 61900,46415.85,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,CERT.Nº2. REPARACION CON CARACATER DE EMERGENCIA DE LA RED DE SANEAMIENTO EN LA C/OSORIO. AGUAS.-
2016 0402B 16000 61900,1989.88,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,CERT.Nº2. REPARACION CON CARACATER DE EMERGENCIA DE LA RED DE SANEAMIENTO EN LA C/OSORIO. AGUAS.-
2016 0101G 93300 62200,551.04,S3511001D,COMUNIDAD AUTONOMA DE CANARIAS,IGIG AUTOREP. FACT. RECT. EMIT 12 DE 26/04/2016. CONSTRUCCIONES CORREA MONTES SL.
2016 0101G 93300 62200,7872.07,B35206358,"CONSTRUCCIONES CORREAMONTES, S.L.",OBRAS DE REPARACION EN CONCEJALIA DISTRITO CENTRO. PATRIMONIO.-
2016 0402B 16000 61900,458130.61,B35349562,"GUERRA PATRIMONIAL FGG, S.L.",CERT.Nº1 UNICA DE OBRAS DE EMERGENCIA RESTITUCION DEL CAUCE CUBIERTO EN C/SABINO BERTHELO (ZARATE)
2016 0201A 15101 60900,84988.19,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,CERT.Nº6. URBANIZACION DE LA TRAVESIA DE TAFIRA GC-111. URBANISMO.-
2016 0101A 93100 64100,1394.83,B35530435,"SERVITECNI CANARIAS, S.L.",SUM. DE DOS LICENCIAS DE ACROBAT Y TONER. COORDINACION GENERAL DE ECONOMICA Y HACIENDA.-
2016 0101G 93300 62200,3269.11,S3511001D,COMUNIDAD AUTONOMA DE CANARIAS,IGIG AUTOREPERCUTIDO FACT. Nº16-00489 DE 25/05/2016. LUMICAN S.A. A 35038900
2016 0101G 93300 62200,46701.62,A35038900,LUMICAN SA,CERT. Nº1 ULTIMA OBRAS ASFALTADO APARCAMIENTO COMPLEJO MPAL. EL SECADERO Y RAMPA DE ACCESO AL PARQUE BOMBEROS.PATRIMONIO
2016 0502E 92400 62600,429.5,A28017895,"EL CORTE INGLES,S.A.",SUM. 2 AURICULARES MARCA SONY PARA LAS GRABACIONES JUNTAS DE DISTRITO Y 3 DISCOS DUROS EXTERNOS PARA COPIAS SEGURIDAD.
2016 0201A 15101 60900,2014.49,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,ENCOMIENDA PARA LA REDACCION DE PROYECTOS CONEXION CAMINO VIEJO S.LORENZO A URBANIZACION TAMARACEITE SUR.
2016 0201A 15101 60900,3699.91,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"ENCOMIENDA PROYECTO DE MEJORAS EN PARADAS DE GUAGUA EN DIST. CENTRO, SUR Y CIUDAD ALTA. URBANISMO.-"
2016 0201A 15101 60900,16738.55,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,ENCOMIENDA PROYECTO DE RESTITUCION DE CAMINO Y NAVE LOMO APOLINARIO MILLER BAJO. URBANISMO.
2016 0201A 15101 60900,32240.73,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,ENCOMIENDA PROYECTO ACONDICIONAMIENTO DE VIALES Y APARCAMIENTOS ENTRE GLORIETA CRUZ OVEJERO Y ACCESO A LA SUERTE.
2016 0201A 15101 60900,32150.7,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"ENCOMIENDA PROYECTO VIAL EN EL ENTORNO DE LAS C/MELCHOR Y GASPAR, BARRIO DE TAMARACEITE. URBANISMO."
2016 0201A 15101 60900,5557.65,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,ENCOMIENDA PROYECTO PEATONAL DE LA CONEXION ENTRE EL BARRIO DE LA GALERA Y INTERCAMBIADOR DE TAMARACEITE.
2016 0201A 15101 60900,1753.29,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,ENCOMIENDA PROYECTO INSTALACION DE ALUMBRADO EXTERIOR EN ESPACIO LIBRE DE LA VEGA DE SAN JOSE. URBANISMO.-
2016 0802A 32300 62200,589.74,A50001726,"SCHINDLER, S.A.",SUM. E INSTALACION DE UNA TELEALARMA MDELO TM2-TAM2 PARA EL C.E.I.P. ALCARAVANERAS DE LAS PALMAS DE G.C. EDUCACION.
2016 0801E 13600 62300,476.62,B76144278,INCENDIA ECOLOGICAL SYSTEMS S.L.,SUM. DE EXTINTORES PORTATILES ECOLOGICOS PARA EL S.E.I.S.-
2016 0402B 16000 61900,22830.25,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,CERT.Nº3. REPARACION DE LA RED DE SANEAMIENTO EN LA C/OSORIO T.M. DE LAS PALMAS DE G.C. AGUAS.
2016 0402B 16000 61900,978.75,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,CERT.Nº3. REPARACION DE LA RED SANEAMIENTO EN LA CALLE OSORIO T.M. LAS PALMAS DE G.C. AGUAS.-
,79727.77,,,
2016 0402B 16000 61900,3824.28,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,CERT.Nº4 Y ULTIMA. REPARACION DE LA RED SANEAMIENTO EN LA CALLE OSORIO T.M. LAS PALMAS DE G.C. AGUAS.-
2016 0402B 16000 61900,75903.49,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,CERT.Nº4 Y ULTIMA. REPARACION DE LA RED SANEAMIENTO EN LA CALLE OSORIO T.M. LAS PALMAS DE G.C. AGUAS.-
2016 0402B 16000 61900,3417.98,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,CERT.Nº4 Y ULTIMA. REPARACION DE LA RED SANEAMIENTO EN LA CALLE OSORIO T.M. LAS PALMAS DE G.C. AGUAS.-
2016 0502B 92400 62500,463.5,B35407683,"MENTADO, S.L.",SUMINISTRO DE MANTELES PARA LAS MESAS PRESIDENCIALES DE VOCALES JUNTA MUNICIPAL DE D. VEGUETA CONO SUR TAFIRA
2016 0801E 13600 62300,1685.25,B35209345,"FERRETERIA MARCOBA, S.L.",SUM. DE KIT AMOLADORA DEWALT DCG412N PARA EL S.E.I.S.
2016 0502E 92400 62600,508,A28017895,"EL CORTE INGLES,S.A.",SUM. PROYECTOR LG PARA SU UTILIZACIÓN EN LAS ACTIVIDADES PROGRAMADAS POR EL DISTRITO CIUDAD ALTA.
2016 0801E 13600 60900,3088.75,A35009711,"EMPRESA MIXTA  DE AGUAS DE LAS PALMAS,S.A","INSTALACIÓN HIDRANTE EN C/RIPOCHE ESQUINA C/29 DE ABRIL, Y C/MENDIZABAL ESQUINA C/PELOTA, PARA EL S.E.I.S."
2016 0801E 13600 60900,3204.96,A35009711,"EMPRESA MIXTA  DE AGUAS DE LAS PALMAS,S.A","INSTALACIÓN HIDRANTE EN C/RIPOCHE ESQUINA C/29 DE ABRIL, Y C/MENDIZABAL ESQUINA C/PELOTA, PARA EL S.E.I.S."
2016 0801E 13600 60900,3069.69,A35009711,"EMPRESA MIXTA  DE AGUAS DE LAS PALMAS,S.A",SUM. PARA LA INSTALACIÓN DE HIDRANTE EN LA C/SAN FELIPE CON CAMINO AL POLVORÍN PARA EL S.E.I.S.
2016 0502B 92400 62500,1106.64,B18379735,"IBERICA DE ESTRATIFICADOS, S.L.","SUM. BANDERAS INTERIOR Y MÁSTILES PARA DESPACHO CONCEJAL Y SALÓN POLIVALENTE SANTO DOMINGO, CELEBRACIÓN JUNTAS DISTRITO."
2016 0801E 13600 62300,19048.14,A83140012,"DRAGER SAFETY HISPANIA, S.A.",SUMINISTRO DE 43 RECIPIENTES DE FIBRA DE COMPOSITE DE 6.08 LITROS 300 BAR Y FUNDAS IGNIFUGAS. SERV. EXTINCION INCENDIOS
2016 0101G 92500 62500,1872.08,B35331354,"APLICACIONES ACUSTICAS MUSICALES, S.L.","SUM. DOS COLUMNAS DE SONIDO, UN MICROFONO Y MATERIAL ADICIONAL PARA BODAS EN LA ERMITA DEL PUEBLO CANARIO. PATRIMONIO.-"
2016 0101G 93300 62500,775,43251819C,JUAN DE LA CRUZ SUAREZ ORTEGA,SUMINISTRO E INSTALACIÓN DE PERSIANAS PARA UNIDAD TCA. DE PREVENCION DE RIESGOS LABORALES. PATRIMONIO.-
2016 0801E 13600 60900,3302.69,A35009711,"EMPRESA MIXTA  DE AGUAS DE LAS PALMAS,S.A",SUMINISTRO PARA INSTALACION DE HIDRANTEEN C/ LA PORTADILLA  BARRIO DE SAN JUAN . SERV. EXTINCION INCENIDIOS.
2016 0801E 13600 62300,5586.47,B35203926,"SEBASTIAN TEJERA, S.L.",SUM. 20 LINTERNAS ADARO L3000 PARA EL S.E.I.S.-
2016 0801E 13600 62300,719.52,B35980283,"DELSAN NEGOCIOS, S. L.",SUM. VALVULAS SIAMESAS 70 MM.Y ACCESORIOS PARA LA BOMBA CONTRA INCENDIOS DE LOS VEHICULOS DE ALTURA DEL S.E.I.S.
2016 0201A 15101 60000,122545.51,99999999X,[Anonimizado],"JUSTIPRECIO SOLAR SITUADO EN LA CALLE HOYA DEL ROSARIO, BARRIO PEDRO HIDALGO, AFECTADO PARA ESPACIO LIBRE. URBANISMO"
2016 0101G 92000 62500,635.31,B35021831,"METAL CONFORT, S.L.",EXP. R.C. 01/2016 ARMARIO HAYA Y OTROS. JUNTA DE GOBIERNO.
2016 0101A 93100 64100,17975,B41632332,"AYTOS SOLUCIONES INFORMATICAS, SLU",EXPTE. R.C. 01/2016 SERVICIO DE ASISTENCIA TÉCNICA PARA LA IMPLANTACIÓN DEL FIRMADOC UNID. TÉCNICA DE CONTROL Y CALIDAD
2016 0401D 15320 61900,260000.57,U76125616,ECOCIVIL ELECTROMUR G.E. S.L. Y LUMICAN S.A. UTE LEY 18/1982,EXP.R.C. 01/2016 SERV. CONSERV. CALZADAS ACERAS . PALMAS DE GC.LOTE 2 PASEO CANTERAS C/ VELARDE PAVIA CARRIL INC. ANSITE
2016 0101A 93100 64100,1258.25,S3511001D,COMUNIDAD AUTONOMA DE CANARIAS,EXPTE. R.C. 01/2016. IGIC AUTOREPERCUTIDO SERV ASISTENCIA TÉCNICA IMPLANTACIÓN FIRMADOC UNID.TÉCNICA CONTROL CALIDAD
2016 0201A 15101 60900,4050.36,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C. 01/2016 REALIZACION DE TRABAJOS DIRECC. OBRA COORD. DE SEGURIDAD SALUD REDACCION PLAN SEG. SALUD.
2016 0201A 15101 60900,3710.36,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. R.C. 01/2016  PROYECTO DEPORTIVO LA BALLENA  CERT. Nº4 4%DO +1%COOR. SEG. EM4 233029.42 EM3 158822.10.
2016 0201A 15101 60900,5146.59,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 REALIZACION DE TRABAJOS DIRECCION OBRA COORD. DE SEGURIDAD Y SALUD REDACC.SEG.SALUD COMPE.URB.
2016 0201A 15101 60900,76577.96,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C. 01/2016 OASO PROYECTO PARQUE DEPORTIVO LA BALLENA C.C. 1429. CERT. Nº4
2016 0201A 15101 60900,106220.09,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C. 01/2016 PROYECTO DEPORTIVO LA BALLENA CERT. Nº 5. URBANISMO.
2016 0201A 15101 60900,63054.77,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C. 01/2016 ESPACIO LIBRE EN EL AMBITO DEL SG.06 RINCON  CERT. Nº 4.
2016 0201A 15101 60900,3167.95,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 REALIZACION TRABAJOS DIREC. OBRA COORDINACION SEG. SALUD REDACCION PLAN SEGURIDAD SALUD
2016 0201A 15101 60900,30284.61,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. R.C.01/2016 ESPACIO LIBRE EN EL AMBITO SG-06 RINCON CERT. Nº5. URBANISMO.
2016 0201A 15101 60900,16601.73,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 ESPACIO LIBRE EN EL AMBITO DEL SG-06  RINCON CERT. Nº 6 URBANISMO.
2016 0201A 15101 60900,1521.54,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP.R.C.01/2016 REALIZ. TRABAJOS  DIRECCION DE OBRA, COORDINACION DE SEG. SALUD REDACCION PLAN SEGURIDAD .URB."
2016 0201A 15101 60900,834.09,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 REALIZ. TRABAJOS DIRECC OBRA COORD.SEGURIDAD SALUDREDACCION PLAN SEG. SALUD .URB
2016 0201A 15101 60900,15989.97,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 ESPACIO LIBRE AMBITO SG-06 RINCON ESPACIO LIBRE SG-06 RINCON PAS ELA PEATONAL. URBANISMO
2016 0201A 15101 60900,10400,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 ESPACIO LIBRE EN EL AMBITO SG-06 RINCON PAVIMENTADO MORTERO SINTETICO ESPACIO LIBRE. URBANISMO.
2016 0201A 15101 60900,32017.33,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C. 01/2016 PROYECTO DE ACONDICIONA.Y MEJORA DE LA ZONA DE LA CICER PASEO PROLONGACION C/ BOLIVIA CERT.Nº 5. URB.
2016 0201A 15101 60900,84955.47,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C. 01/2016 PROYECTO DE ACONDICIONA.Y MEJORA DE LA ZONA DE LA CICER PASEO PROLONGACION C/ BOLIVIA  URB.
2016 0201A 15101 60900,16068.68,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP.R.C. 01/2016 , OA23 TRATAMIENTO DE ESPACIO LIBRE AVDA. MARITIMA ALTURA VELA LATINA Y CONTINUACION OBRAS PROY. REH"
2016 0201A 15101 60900,59123.93,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP.R.C. 01/2016 , PROY. DE CONTINUACION DE OBRAS DE REHABILITACION PARQUE PLAN PARCIAL TAMARACEITECC1473 CERT. URB."
2016 0201A 15101 60900,39652.48,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP.R.C. 01/2016 , CONTINUACION DE OBRAS DEL PROYECTO DE REHABILITACION PARQUE PLOAN PARCIALTAMARACEITE CERT. Nº 5"
2016 0201A 15101 60900,71995.37,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP.R.C. 01/2016 ,INSTALACION PARA PATINAJE S/ RUEDAS Y CANCHA POLIDEPORTIVA EN ESPACIO LIBRE CERT.Nº4. URB."
2016 0201A 15101 60900,215.95,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP.R.C. 01/2016 ,INSTALACION PARA PATINAJE S/ RUEDAS Y CANCHA POLIDEPORTIVA EN ESPACIO LIBRE CERT.Nº5. URB."
2016 0201A 15101 60900,83595.26,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP.R.C. 01/2016 ,INSTALACION PARA PATINAJE S/ RUEDAS Y CANCHA POLIDEPORTIVA EN ESPACIO LIBRE PARQUE DEPORTIVO LA BALLEN"
2016 0201A 15101 60900,199420,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXPTE. R.C. 01/2016. ESPACIO LIBRE EN DR. JOSÉ PONCE ARIAS. INTEGRACIÓN CON PARQUE DEPORTIVO ESTADIO INSULAR, CERTIF. 1"
2016 0201A 15101 60900,8400,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXPTE. R.C. 01/2016. ESPACIO LIBRE EN DR. JOSÉ PONCE ARIAS. INTEGRACIÓN CON PARQUE DEPORTIVO ESTADIO INSULAR, CERTIF. 1"
2016 0201A 15101 60900,1680,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXPTE. R.C. 01/2016. ESPACIO LIBRE EN DR. JOSÉ PONCE ARIAS. REDACCIÓN DEL PLAN DE SEGURIDAD Y SALUD.-
2016 0201A 15101 61900,1261.29,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 DIRECCION EJEC. OBRAS PLAN COOP.COORD. SEG. SALUD REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,1465.56,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 DIRECCION EJEC. OBRAS DEL PLAN DE  COOPERACION  COORD. SEG. SALUD REDACCION PLANES SEG.EJE2015 URB.
